State,District,Year,Quarter,Transaction_count,Transaction_amount
Tamil Nadu,Kallakkurichi,2022,q3,3031305,5829974361
Tamil Nadu,Viluppuram,2022,q3,3531557,6179829273
Tamil Nadu,Pudukkottai,2022,q3,2149117,4536703248
Tamil Nadu,Perambalur,2022,q3,1062776,2063752416
Tamil Nadu,Coimbatore,2022,q3,43610373,63815834930
Tamil Nadu,Virudhunagar,2022,q3,3256212,6768626547
Tamil Nadu,Dindigul,2022,q3,5468519,11010004404
Tamil Nadu,Sivaganga,2022,q3,2158718,4655481936
Tamil Nadu,Tenkasi,2022,q3,1743856,3976292694
Tamil Nadu,Chengalpattu,2022,q3,78987490,106079722726
Tamil Nadu,Kanniyakumari,2022,q3,3457993,7370866206
Tamil Nadu,Tirunelveli,2022,q3,3362624,6665454589
Tamil Nadu,Thiruvallur,2022,q3,25690184,40124901027
Tamil Nadu,Theni,2022,q3,2726196,5802007462
Tamil Nadu,Ranipet,2022,q3,3307025,6087756257
Tamil Nadu,Namakkal,2022,q3,5427150,10398967390
Tamil Nadu,Vellore,2022,q3,6719587,12004282971
Tamil Nadu,Thiruvarur,2022,q3,1168622,2533305503
Tamil Nadu,Tiruchirappalli,2022,q4,10348183,18674871634
Tamil Nadu,Ramanathapuram,2022,q4,2536980,5131912119
Tamil Nadu,Krishnagiri,2022,q4,16419186,27528800881
Tamil Nadu,Cuddalore,2022,q4,5504268,9263849009
Tamil Nadu,Kancheepuram,2022,q4,17540782,22979273761
Tamil Nadu,Tiruppur,2022,q4,20078625,27993817373
Tamil Nadu,Dharmapuri,2022,q4,6657535,13284210841
Tamil Nadu,Thoothukkudi,2022,q4,3656395,6774717593
Tamil Nadu,Thanjavur,2022,q4,4047728,7929388570
Tamil Nadu,Madurai,2022,q4,21930141,39075713284
Tamil Nadu,Tiruvannamalai,2022,q4,5236271,9545432274
Tamil Nadu,Salem,2022,q4,33193962,52189264731
Tamil Nadu,Nagapattinam,2022,q4,1958358,3688142193
Tamil Nadu,Tirupathur,2022,q4,4764895,8186140455
Tamil Nadu,Ariyalur,2022,q4,1245030,2323435387
Tamil Nadu,Chennai,2022,q4,36087169,52708969518
Tamil Nadu,The Nilgiris,2022,q4,2829489,4520156369
Tamil Nadu,Erode,2022,q4,8133010,13727797355
Tamil Nadu,Karur,2022,q4,2534064,4869161063
Tamil Nadu,Kallakkurichi,2022,q4,3330128,6197053072
Tamil Nadu,Viluppuram,2022,q4,3886476,6442185711
Tamil Nadu,Pudukkottai,2022,q4,2351358,4756557514
Tamil Nadu,Perambalur,2022,q4,1139212,2139737160
Tamil Nadu,Coimbatore,2022,q4,40259816,56926594390
Tamil Nadu,Virudhunagar,2022,q4,3538938,7070008076
Tamil Nadu,Dindigul,2022,q4,6357637,12201984710
Tamil Nadu,Sivaganga,2022,q4,2386560,4894047781
Tamil Nadu,Tenkasi,2022,q4,1883458,4139835705
Tamil Nadu,Chengalpattu,2022,q4,109159290,143850411731
Tamil Nadu,Kanniyakumari,2022,q4,3950782,8142588844
Tamil Nadu,Tirunelveli,2022,q4,4027170,7605241924
Tamil Nadu,Thiruvallur,2022,q4,27335584,41018657465
Tamil Nadu,Theni,2022,q4,3444290,6887377073
Tamil Nadu,Ranipet,2022,q4,3737957,6482440333
Tamil Nadu,Namakkal,2022,q4,6710663,12192052207
Tamil Nadu,Vellore,2022,q4,6821759,11677039040
Tamil Nadu,Thiruvarur,2022,q4,1293487,2670800447
Tamil Nadu,Tiruchirappalli,2023,q1,10559157,19312472102
Tamil Nadu,Ramanathapuram,2023,q1,3161959,6563687794
Tamil Nadu,Krishnagiri,2023,q1,27060721,42985634120
Tamil Nadu,Cuddalore,2023,q1,8048998,13409796716
Tamil Nadu,Kancheepuram,2023,q1,28434059,35659195700
Tamil Nadu,Tiruppur,2023,q1,23102273,31612220617
Tamil Nadu,Dharmapuri,2023,q1,11334419,21758757618
Tamil Nadu,Thoothukkudi,2023,q1,5314189,9347641699
Tamil Nadu,Thanjavur,2023,q1,6039246,11809807012
Tamil Nadu,Madurai,2023,q1,12890979,24763626170
Tamil Nadu,Tiruvannamalai,2023,q1,8350359,14864923318
Tamil Nadu,Salem,2023,q1,19000542,35440342871
Tamil Nadu,Nagapattinam,2023,q1,3351352,6212126931
Tamil Nadu,Tirupathur,2023,q1,8008229,13214504318
Tamil Nadu,Ariyalur,2023,q1,1989043,3657554169
Tamil Nadu,Chennai,2023,q1,54082635,74022904169
Tamil Nadu,The Nilgiris,2023,q1,3531701,5566369984
Tamil Nadu,Erode,2023,q1,10413101,17503707079
Tamil Nadu,Karur,2023,q1,3961099,7285246160
Tamil Nadu,Kallakkurichi,2023,q1,5623808,10284275550
Tamil Nadu,Viluppuram,2023,q1,6134683,9921812743
Tamil Nadu,Pudukkottai,2023,q1,3606871,7297092570
Tamil Nadu,Perambalur,2023,q1,1907989,3496777331
Tamil Nadu,Coimbatore,2023,q1,39368101,51615824209
Tamil Nadu,Virudhunagar,2023,q1,5424618,10110700191
Tamil Nadu,Dindigul,2023,q1,8900167,16763205017
Tamil Nadu,Sivaganga,2023,q1,3844323,7704708708
Tamil Nadu,Tenkasi,2023,q1,3086579,6433449201
Tamil Nadu,Chengalpattu,2023,q1,47785112,56466433731
Tamil Nadu,Kanniyakumari,2023,q1,5769596,11195409956
Tamil Nadu,Tirunelveli,2023,q1,5616592,9968103967
Tamil Nadu,Thiruvallur,2023,q1,44534386,63977916519
Tamil Nadu,Theni,2023,q1,4720868,9400279352
Tamil Nadu,Ranipet,2023,q1,5956104,9898123646
Tamil Nadu,Namakkal,2023,q1,7634185,14447202396
Tamil Nadu,Vellore,2023,q1,10453261,17120886040
Tamil Nadu,Thiruvarur,2023,q1,2211083,4490953844
Tamil Nadu,Tiruchirappalli,2023,q2,11012446,20455452746
Tamil Nadu,Ramanathapuram,2023,q2,3290555,6973064316
Tamil Nadu,Krishnagiri,2023,q2,30480238,48954116395
Tamil Nadu,Cuddalore,2023,q2,8354036,14112465473
Tamil Nadu,Kancheepuram,2023,q2,30960455,38377770025
Tamil Nadu,Tiruppur,2023,q2,25315335,34462188247
Tamil Nadu,Dharmapuri,2023,q2,12289754,23737079024
Tamil Nadu,Thoothukkudi,2023,q2,5717113,10292470339
Tamil Nadu,Thanjavur,2023,q2,6416227,12463249803
Tamil Nadu,Madurai,2023,q2,13702781,26681647309
Tamil Nadu,Tiruvannamalai,2023,q2,9108567,16045360745
Tamil Nadu,Salem,2023,q2,20677006,38483559669
Tamil Nadu,Nagapattinam,2023,q2,3698379,6613294059
Tamil Nadu,Tirupathur,2023,q2,8687983,14506799484
Tamil Nadu,Ariyalur,2023,q2,2071096,3919208327
Tamil Nadu,Chennai,2023,q2,58067196,79752773295
Tamil Nadu,The Nilgiris,2023,q2,4539924,7445469665
Tamil Nadu,Erode,2023,q2,11308928,18665388710
Tamil Nadu,Karur,2023,q2,4190645,7781633847
Tamil Nadu,Kallakkurichi,2023,q2,6125567,11043179815
Tamil Nadu,Viluppuram,2023,q2,6461774,10411166144
Tamil Nadu,Pudukkottai,2023,q2,3753548,7738272578
Tamil Nadu,Perambalur,2023,q2,2004548,3643141277
Tamil Nadu,Coimbatore,2023,q2,41794917,55641017773
Tamil Nadu,Virudhunagar,2023,q2,5672006,10711314340
Tamil Nadu,Dindigul,2023,q2,9690935,18790973063
Tamil Nadu,Sivaganga,2023,q2,3981044,8228850727
Tamil Nadu,Tenkasi,2023,q2,3311027,6929192057
Tamil Nadu,Chengalpattu,2023,q2,51706890,61412309875
Tamil Nadu,Kanniyakumari,2023,q2,6343632,12612790280
Tamil Nadu,Tirunelveli,2023,q2,6188960,11154710120
Tamil Nadu,Thiruvallur,2023,q2,48176846,68546759350
Tamil Nadu,Theni,2023,q2,5149310,10278091794
Tamil Nadu,Ranipet,2023,q2,6422899,10576859341
Tamil Nadu,Namakkal,2023,q2,8133870,15437161656
Tamil Nadu,Vellore,2023,q2,11283787,18879395197
Tamil Nadu,Thiruvarur,2023,q2,2339414,4604374150
Telangana,Narayanpet,2018,q1,38804,42264263.62
Telangana,Nalgonda,2018,q1,204137,267825160.5
Telangana,Jangaon,2018,q1,80758,81262680.17
Telangana,Bhadradri Kothagudem,2018,q1,129015,235828536.9
Telangana,Warangal Rural,2018,q1,104385,79204912.7
Telangana,Kumuram Bheem Asifabad,2018,q1,26226,29592040.67
Telangana,Nizamabad,2018,q1,140986,174181538.1
Telangana,Adilabad,2018,q1,35960,51488627.32
Telangana,Rajanna Sircilla,2018,q1,68682,96136732.17
Telangana,Nagarkurnool,2018,q1,83679,157664183.9
Telangana,Peddapalle,2018,q1,169274,199610181.2
Telangana,Nirmal,2018,q1,63804,86249120.43
Telangana,Mahabubabad,2018,q1,73810,81345319.08
Telangana,Sangareddy,2018,q1,291510,399236233.2
Telangana,Wanaparthy,2018,q1,53432,93331113.39
Telangana,Vikarabad,2018,q1,70973,97615071.48
Telangana,Jagtial,2018,q1,93840,119523180.7
Telangana,Yadadri Bhuvanagiri,2018,q1,119620,154266151.7
Telangana,Medak,2018,q1,74192,89096759.17
Telangana,Mahbubnagar,2018,q1,96136,141574548.6
Telangana,Jaya Shankar Bhalupally,2018,q1,53916,76221067.12
Telangana,Warangal Urban,2018,q1,349165,421074107
Telangana,Rangareddy,2018,q1,1459174,2677304926
Telangana,Hyderabad,2018,q1,2545507,4287223790
Telangana,Suryapet,2018,q1,122502,149966933.7
Telangana,Jogulamba Gadwal,2018,q1,50179,62386167.4
Telangana,Kamareddy,2018,q1,84914,101353627
Telangana,Mulugu,2018,q1,26582,42538489.48
Telangana,Medchal Malkajgiri,2018,q1,1131530,1912837341
Telangana,Karimnagar,2018,q1,224324,271526470.1
Telangana,Mancherial,2018,q1,127357,184652405.4
Telangana,Siddipet,2018,q1,144429,197965018
Telangana,Khammam,2018,q1,183964,245857422.2
Telangana,Narayanpet,2018,q2,47939,89720060.39
Telangana,Nalgonda,2018,q2,246677,552006649.1
Telangana,Jangaon,2018,q2,88566,159864210.6
Telangana,Bhadradri Kothagudem,2018,q2,189793,504562629.3
Telangana,Warangal Rural,2018,q2,118577,164179709.5
Telangana,Kumuram Bheem Asifabad,2018,q2,46393,71492908.15
Telangana,Nizamabad,2018,q2,176790,441558654.6
Telangana,Adilabad,2018,q2,54205,111298713.6
Telangana,Rajanna Sircilla,2018,q2,82594,177087238.6
Telangana,Nagarkurnool,2018,q2,113222,295093168.4
Telangana,Peddapalle,2018,q2,214900,413454435.3
Telangana,Nirmal,2018,q2,74066,173547534.1
Telangana,Mahabubabad,2018,q2,91024,179040419.1
Telangana,Sangareddy,2018,q2,370126,717109835.7
Telangana,Wanaparthy,2018,q2,75180,187147837.6
Telangana,Vikarabad,2018,q2,93946,183439927.2
Telangana,Jagtial,2018,q2,109063,246501745.5
Telangana,Yadadri Bhuvanagiri,2018,q2,144108,291976845
Telangana,Medak,2018,q2,91916,177030599.6
Telangana,Mahbubnagar,2018,q2,133679,282509191.6
Telangana,Jaya Shankar Bhalupally,2018,q2,75108,185124228.2
Telangana,Warangal Urban,2018,q2,385360,729207663.3
Telangana,Rangareddy,2018,q2,1939856,4360690898
Telangana,Hyderabad,2018,q2,3156805,6628159911
Telangana,Suryapet,2018,q2,151331,348270594.8
Telangana,Jogulamba Gadwal,2018,q2,64504,121956513.7
Telangana,Kamareddy,2018,q2,106971,220088004.1
Telangana,Mulugu,2018,q2,34133,79124501.44
Telangana,Medchal Malkajgiri,2018,q2,1459884,3122661501
Telangana,Karimnagar,2018,q2,253264,526580356.2
Telangana,Mancherial,2018,q2,158011,358913706.5
Telangana,Siddipet,2018,q2,177205,385342488.4
Telangana,Khammam,2018,q2,239474,532458838.4
Telangana,Narayanpet,2018,q3,64340,118885419.6
Telangana,Nalgonda,2018,q3,336447,645159574.9
Telangana,Jangaon,2018,q3,146075,200582619.2
Telangana,Bhadradri Kothagudem,2018,q3,269836,597006763.5
Telangana,Warangal Rural,2018,q3,252723,231352138.6
Telangana,Kumuram Bheem Asifabad,2018,q3,65966,96999114.93
Telangana,Nizamabad,2018,q3,236227,500986414.2
Telangana,Adilabad,2018,q3,82446,147924241.6
Telangana,Rajanna Sircilla,2018,q3,139296,252835234.8
Telangana,Nagarkurnool,2018,q3,145768,329169979.6
Telangana,Peddapalle,2018,q3,334825,548785775.8
Telangana,Nirmal,2018,q3,594160,443226269.9
Telangana,Mahabubabad,2018,q3,121114,192701061.5
Telangana,Sangareddy,2018,q3,545979,1010420935
Telangana,Wanaparthy,2018,q3,100020,216332721.7
Telangana,Vikarabad,2018,q3,129624,235307091.6
Telangana,Jagtial,2018,q3,178792,297447637.6
Telangana,Yadadri Bhuvanagiri,2018,q3,229027,405998913.4
Telangana,Medak,2018,q3,121635,210873693.2
Telangana,Mahbubnagar,2018,q3,192249,366312876.9
Telangana,Jaya Shankar Bhalupally,2018,q3,105682,230411969.5
Telangana,Warangal Urban,2018,q3,952314,1158736730
Telangana,Rangareddy,2018,q3,3664948,6264254849
Telangana,Hyderabad,2018,q3,5786941,9503554478
Telangana,Suryapet,2018,q3,192967,383135272.9
Telangana,Jogulamba Gadwal,2018,q3,84122,156030687.6
Telangana,Kamareddy,2018,q3,143897,253015072
Telangana,Mulugu,2018,q3,47313,93679044.1
Telangana,Medchal Malkajgiri,2018,q3,2684484,4630531107
Telangana,Karimnagar,2018,q3,567417,773038295.6
Telangana,Mancherial,2018,q3,256904,445471278.9
Telangana,Siddipet,2018,q3,259391,478439233.5
Telangana,Khammam,2018,q3,299774,611486713.6
Telangana,Narayanpet,2018,q4,100907,202257814.5
Telangana,Nalgonda,2018,q4,520637,1111613193
Telangana,Jangaon,2018,q4,222293,346124039
Telangana,Bhadradri Kothagudem,2018,q4,362410,918355288.6
Telangana,Warangal Rural,2018,q4,262203,336634711.5
Telangana,Kumuram Bheem Asifabad,2018,q4,97325,160813736.6
Telangana,Nizamabad,2018,q4,370417,926234374.7
Telangana,Adilabad,2018,q4,118804,247273348
Telangana,Rajanna Sircilla,2018,q4,185776,395621217.1
Telangana,Nagarkurnool,2018,q4,222915,573964533.5
Telangana,Peddapalle,2018,q4,390467,777939864.6
Telangana,Nirmal,2018,q4,202583,388513382.9
Telangana,Mahabubabad,2018,q4,200557,341056970.8
Telangana,Sangareddy,2018,q4,868099,1617023610
Telangana,Wanaparthy,2018,q4,140124,317042568.6
Telangana,Vikarabad,2018,q4,193959,380435826.3
Telangana,Jagtial,2018,q4,257697,472342175.4
Telangana,Yadadri Bhuvanagiri,2018,q4,323192,679809155.6
Telangana,Medak,2018,q4,210913,383629859.5
Telangana,Mahbubnagar,2018,q4,269148,570068792.9
Telangana,Jaya Shankar Bhalupally,2018,q4,158929,360390222.9
Telangana,Warangal Urban,2018,q4,917418,1553820916
Telangana,Rangareddy,2018,q4,5803319,9396311751
Telangana,Hyderabad,2018,q4,9360515,14727846732
Telangana,Suryapet,2018,q4,311173,651181371.5
Telangana,Jogulamba Gadwal,2018,q4,137597,248514480.2
Telangana,Kamareddy,2018,q4,239765,478682155
Telangana,Mulugu,2018,q4,64094,148653956.4
Telangana,Medchal Malkajgiri,2018,q4,4598129,7288821271
Telangana,Karimnagar,2018,q4,597642,1058366452
Telangana,Mancherial,2018,q4,335091,666703141
Telangana,Siddipet,2018,q4,414378,824913162.4
Telangana,Khammam,2018,q4,462678,958128373.8
Telangana,Narayanpet,2019,q1,174965,309771672.1
Telangana,Nalgonda,2019,q1,995740,1769178907
Telangana,Jangaon,2019,q1,459535,666835161.5
Telangana,Bhadradri Kothagudem,2019,q1,584648,1347048006
Telangana,Warangal Rural,2019,q1,543456,652015911.9
Telangana,Kumuram Bheem Asifabad,2019,q1,162055,267180135.1
Telangana,Nizamabad,2019,q1,705541,1347187035
Telangana,Adilabad,2019,q1,202558,363233268.9
Telangana,Rajanna Sircilla,2019,q1,336361,591748359
Telangana,Nagarkurnool,2019,q1,394508,919667216.3
Telangana,Peddapalle,2019,q1,670381,1232197525
Telangana,Nirmal,2019,q1,316131,513648129.5
Telangana,Mahabubabad,2019,q1,367401,589964630.4
Telangana,Sangareddy,2019,q1,1782207,2801488635
Telangana,Wanaparthy,2019,q1,256316,539178838
Telangana,Vikarabad,2019,q1,339769,628307802.9
Telangana,Jagtial,2019,q1,458055,774232192.3
Telangana,Yadadri Bhuvanagiri,2019,q1,650221,1153306717
Telangana,Medak,2019,q1,424439,604006323.8
Telangana,Mahbubnagar,2019,q1,505837,949702543.7
Telangana,Jaya Shankar Bhalupally,2019,q1,271387,602186464.6
Telangana,Warangal Urban,2019,q1,1953906,2836690648
Telangana,Rangareddy,2019,q1,12952050,17677048558
Telangana,Hyderabad,2019,q1,24838664,34892156029
Telangana,Suryapet,2019,q1,570175,1022801623
Telangana,Jogulamba Gadwal,2019,q1,261453,415838239.1
Telangana,Kamareddy,2019,q1,494329,728765333.4
Telangana,Mulugu,2019,q1,117826,286242139.7
Telangana,Medchal Malkajgiri,2019,q1,10127087,13392043971
Telangana,Karimnagar,2019,q1,1088155,1693944274
Telangana,Mancherial,2019,q1,589535,1094451064
Telangana,Siddipet,2019,q1,841516,1380114924
Telangana,Khammam,2019,q1,854495,1481079756
Telangana,Narayanpet,2019,q2,178965,419237051.8
Telangana,Nalgonda,2019,q2,982589,2323581177
Telangana,Jangaon,2019,q2,451178,880333999.4
Telangana,Bhadradri Kothagudem,2019,q2,658827,1800936282
Telangana,Warangal Rural,2019,q2,525201,894990099.4
Telangana,Kumuram Bheem Asifabad,2019,q2,146390,319016878.8
Telangana,Nizamabad,2019,q2,782289,1812827883
Telangana,Adilabad,2019,q2,187419,451538835.9
Telangana,Rajanna Sircilla,2019,q2,311530,702215438.9
Telangana,Nagarkurnool,2019,q2,427374,1115389468
Telangana,Peddapalle,2019,q2,657490,1566326736
Telangana,Nirmal,2019,q2,237118,604053955.7
Telangana,Mahabubabad,2019,q2,398457,820743447.2
Telangana,Sangareddy,2019,q2,1920044,3684548499
Telangana,Wanaparthy,2019,q2,270228,701368465.8
Telangana,Vikarabad,2019,q2,349574,741826384.7
Telangana,Jagtial,2019,q2,424736,1013323553
Telangana,Yadadri Bhuvanagiri,2019,q2,698908,1571831638
Telangana,Medak,2019,q2,415222,805791072.5
Telangana,Mahbubnagar,2019,q2,550333,1270311794
Telangana,Jaya Shankar Bhalupally,2019,q2,290519,779327294.8
Telangana,Warangal Urban,2019,q2,2185190,3832142348
Telangana,Rangareddy,2019,q2,16348519,25359412038
Telangana,Hyderabad,2019,q2,43511186,73949377453
Telangana,Suryapet,2019,q2,565731,1389837609
Telangana,Jogulamba Gadwal,2019,q2,250255,525141870.7
Telangana,Kamareddy,2019,q2,454684,967447713.2
Telangana,Mulugu,2019,q2,129404,357195912.5
Telangana,Medchal Malkajgiri,2019,q2,11891107,17462610963
Telangana,Karimnagar,2019,q2,1090639,2218679007
Telangana,Mancherial,2019,q2,571186,1433729477
Telangana,Siddipet,2019,q2,821209,1837834819
Telangana,Khammam,2019,q2,926878,2063514016
Telangana,Narayanpet,2019,q3,247799,507773417.5
Telangana,Nalgonda,2019,q3,1306394,2779870436
Telangana,Jangaon,2019,q3,617113,1100060362
Telangana,Bhadradri Kothagudem,2019,q3,950852,2217033880
Telangana,Warangal Rural,2019,q3,777266,1188972513
Telangana,Kumuram Bheem Asifabad,2019,q3,201674,415529444.8
Telangana,Nizamabad,2019,q3,1143733,2214953317
Telangana,Adilabad,2019,q3,253240,520200887.3
Telangana,Rajanna Sircilla,2019,q3,431892,866012869.2
Telangana,Nagarkurnool,2019,q3,637843,1468968268
Telangana,Peddapalle,2019,q3,894357,1872281816
Telangana,Nirmal,2019,q3,396272,729433727.9
Telangana,Mahabubabad,2019,q3,571751,1039765449
Telangana,Sangareddy,2019,q3,2699670,4722370405
Telangana,Wanaparthy,2019,q3,346164,815418253.3
Telangana,Vikarabad,2019,q3,481649,915569514.4
Telangana,Jagtial,2019,q3,575677,1234356051
Telangana,Yadadri Bhuvanagiri,2019,q3,930865,1868628041
Telangana,Medak,2019,q3,533338,962334534.9
Telangana,Mahbubnagar,2019,q3,783236,1631760143
Telangana,Jaya Shankar Bhalupally,2019,q3,430844,982616709.7
Telangana,Warangal Urban,2019,q3,3280635,5206094338
Telangana,Rangareddy,2019,q3,23655175,33663962263
Telangana,Hyderabad,2019,q3,55159072,96365182751
Telangana,Suryapet,2019,q3,716286,1573223461
Telangana,Jogulamba Gadwal,2019,q3,372312,743159787.5
Telangana,Kamareddy,2019,q3,617048,1130608368
Telangana,Mulugu,2019,q3,184715,444083132.2
Telangana,Medchal Malkajgiri,2019,q3,17492750,23256556346
Telangana,Karimnagar,2019,q3,1604219,2911171015
Telangana,Mancherial,2019,q3,772975,1753500369
Telangana,Siddipet,2019,q3,1075629,2226176149
Telangana,Khammam,2019,q3,1352931,2602393109
Telangana,Narayanpet,2019,q4,348020,781969185.8
Telangana,Nalgonda,2019,q4,1934313,4432868129
Telangana,Jangaon,2019,q4,899519,1768140547
Telangana,Bhadradri Kothagudem,2019,q4,1404330,3333736228
Telangana,Warangal Rural,2019,q4,1122699,1916370720
Telangana,Kumuram Bheem Asifabad,2019,q4,315212,636251308.4
Telangana,Nizamabad,2019,q4,1638281,3627249339
Telangana,Adilabad,2019,q4,395004,791642341.6
Telangana,Rajanna Sircilla,2019,q4,600689,1301541779
Telangana,Nagarkurnool,2019,q4,933585,2233923658
Telangana,Peddapalle,2019,q4,1360978,2960713412
Telangana,Nirmal,2019,q4,528301,1133229683
Telangana,Mahabubabad,2019,q4,850549,1675353014
Telangana,Sangareddy,2019,q4,3687957,6643761917
Telangana,Wanaparthy,2019,q4,507428,1216946623
Telangana,Vikarabad,2019,q4,688709,1424370973
Telangana,Jagtial,2019,q4,853526,1885810564
Telangana,Yadadri Bhuvanagiri,2019,q4,1376210,2917661179
Telangana,Medak,2019,q4,746346,1468382159
Telangana,Mahbubnagar,2019,q4,1133602,2409813569
Telangana,Jaya Shankar Bhalupally,2019,q4,636364,1456148258
Telangana,Warangal Urban,2019,q4,4698981,7877138784
Telangana,Rangareddy,2019,q4,31237803,44757331444
Telangana,Hyderabad,2019,q4,72987282,130230415629
Telangana,Suryapet,2019,q4,1055324,2378054141
Telangana,Jogulamba Gadwal,2019,q4,521737,1114452481
Telangana,Kamareddy,2019,q4,896879,1897721265
Telangana,Mulugu,2019,q4,276728,653079691.2
Telangana,Medchal Malkajgiri,2019,q4,22999944,31417907130
Telangana,Karimnagar,2019,q4,2289360,4404111001
Telangana,Mancherial,2019,q4,1219849,2827258423
Telangana,Siddipet,2019,q4,1508776,3271349293
Telangana,Khammam,2019,q4,1917973,3902061677
Telangana,Narayanpet,2020,q1,455130,1067253461
Telangana,Nalgonda,2020,q1,2636023,6345459439
Telangana,Jangaon,2020,q1,1358798,2902674910
Telangana,Bhadradri Kothagudem,2020,q1,1849454,4548915939
Telangana,Warangal Rural,2020,q1,1380277,2762397109
Telangana,Kumuram Bheem Asifabad,2020,q1,431200,924829748.7
Telangana,Nizamabad,2020,q1,2202642,4951415940
Telangana,Adilabad,2020,q1,521578,1199179008
Telangana,Rajanna Sircilla,2020,q1,771444,1821242660
Telangana,Nagarkurnool,2020,q1,1379087,3566283298
Telangana,Peddapalle,2020,q1,1794982,3975776398
Telangana,Nirmal,2020,q1,654090,1616088714
Telangana,Mahabubabad,2020,q1,1131336,2380623171
Telangana,Sangareddy,2020,q1,4610027,8691296108
Telangana,Wanaparthy,2020,q1,705583,1719603963
Telangana,Vikarabad,2020,q1,966022,2067670439
Telangana,Jagtial,2020,q1,1100444,2555776131
Telangana,Yadadri Bhuvanagiri,2020,q1,1677327,3614895963
Telangana,Medak,2020,q1,969091,1971427872
Telangana,Mahbubnagar,2020,q1,1439754,3050397769
Telangana,Jaya Shankar Bhalupally,2020,q1,837146,2203226557
Telangana,Warangal Urban,2020,q1,6200767,12008422912
Telangana,Rangareddy,2020,q1,31802492,45881228274
Telangana,Hyderabad,2020,q1,94177232,183207208611
Telangana,Suryapet,2020,q1,1427044,3295595248
Telangana,Jogulamba Gadwal,2020,q1,692408,1613421876
Telangana,Kamareddy,2020,q1,1148492,2474184243
Telangana,Mulugu,2020,q1,436187,1155104120
Telangana,Medchal Malkajgiri,2020,q1,25458101,37404467181
Telangana,Karimnagar,2020,q1,3037633,6437076499
Telangana,Mancherial,2020,q1,1708111,4017582989
Telangana,Siddipet,2020,q1,1912271,4387174573
Telangana,Khammam,2020,q1,2537352,5525879244
Telangana,Narayanpet,2020,q2,695607,1503742472
Telangana,Nalgonda,2020,q2,3786127,8540610043
Telangana,Jangaon,2020,q2,1759512,3498060215
Telangana,Bhadradri Kothagudem,2020,q2,2391943,5623659101
Telangana,Warangal Rural,2020,q2,2026328,3918025398
Telangana,Kumuram Bheem Asifabad,2020,q2,589630,1322968097
Telangana,Nizamabad,2020,q2,2750473,6638415628
Telangana,Adilabad,2020,q2,680275,1524883392
Telangana,Rajanna Sircilla,2020,q2,1005107,2223196911
Telangana,Nagarkurnool,2020,q2,2065489,4460050448
Telangana,Peddapalle,2020,q2,2293157,4788894395
Telangana,Nirmal,2020,q2,835049,2145022169
Telangana,Mahabubabad,2020,q2,1721463,3572106362
Telangana,Sangareddy,2020,q2,4807036,8780427656
Telangana,Wanaparthy,2020,q2,1041972,2330763456
Telangana,Vikarabad,2020,q2,1337076,2336128468
Telangana,Jagtial,2020,q2,1504160,3565039912
Telangana,Yadadri Bhuvanagiri,2020,q2,2018354,4098335518
Telangana,Medak,2020,q2,1281978,2500774235
Telangana,Mahbubnagar,2020,q2,1726832,3401780719
Telangana,Jaya Shankar Bhalupally,2020,q2,1118207,2683325971
Telangana,Warangal Urban,2020,q2,6239185,13617334892
Telangana,Rangareddy,2020,q2,18068048,31273545586
Telangana,Hyderabad,2020,q2,56374644,130820061488
Telangana,Suryapet,2020,q2,2070003,5008825032
Telangana,Jogulamba Gadwal,2020,q2,960673,2414251007
Telangana,Kamareddy,2020,q2,1588473,3530203792
Telangana,Mulugu,2020,q2,548767,1498496960
Telangana,Medchal Malkajgiri,2020,q2,17860704,29732057895
Telangana,Karimnagar,2020,q2,3030914,6621194088
Telangana,Mancherial,2020,q2,2131238,4472790688
Telangana,Siddipet,2020,q2,2417054,5240899390
Telangana,Khammam,2020,q2,3329665,7845967967
Telangana,Narayanpet,2020,q3,783327,1902627905
Telangana,Nalgonda,2020,q3,5228596,12019426389
Telangana,Jangaon,2020,q3,2017277,4140321228
Telangana,Bhadradri Kothagudem,2020,q3,3196550,7671316620
Telangana,Warangal Rural,2020,q3,2344202,4962993535
Telangana,Kumuram Bheem Asifabad,2020,q3,769865,1675480570
Telangana,Nizamabad,2020,q3,3738711,8812060817
Telangana,Adilabad,2020,q3,897345,1988333703
Telangana,Rajanna Sircilla,2020,q3,1341971,3102179679
Telangana,Nagarkurnool,2020,q3,2457619,5813967119
Telangana,Peddapalle,2020,q3,3165247,6772933143
Telangana,Nirmal,2020,q3,1117211,3114725315
Telangana,Mahabubabad,2020,q3,2057383,4294089772
Telangana,Sangareddy,2020,q3,6800085,12980683897
Telangana,Wanaparthy,2020,q3,1234628,3016246623
Telangana,Vikarabad,2020,q3,1608742,3284049784
Telangana,Jagtial,2020,q3,2078603,5050134981
Telangana,Yadadri Bhuvanagiri,2020,q3,2675838,5838319417
Telangana,Medak,2020,q3,1948206,4236040846
Telangana,Mahbubnagar,2020,q3,2371373,5055802637
Telangana,Jaya Shankar Bhalupally,2020,q3,1439193,3673328300
Telangana,Warangal Urban,2020,q3,7847624,17470830635
Telangana,Rangareddy,2020,q3,29573243,51787722036
Telangana,Hyderabad,2020,q3,99285803,228448742377
Telangana,Suryapet,2020,q3,2745417,6451797392
Telangana,Jogulamba Gadwal,2020,q3,1269849,3465592565
